Department,publishercode,author,title,Count
CIVIL ENGINEERING,PHI,KHAN IQBAL H., TEXTBOOK OF GEOTECHNICAL ENGINEERING ,2
CIVIL ENGINEERING,PHI,CODUTO D.P., GEOTECHNICAL ENGINEERING : PRINCIPLES & PRACTICE,2
CIVIL ENGINEERING ,MECHANICS OF STRUCTURES VOL-II : THEORY AND ANALYSIS OF STRCTURES CHAROTAR PUB.,JUNARKAR S.B.,MECHANICS OF STRUCTURES VOL-II : THEORY AND ANALYSIS OF STRCTURES ,1
CIVIL ENGINEERING,TMGH,REDDY C.S.,BASIC STRUCTURAL ANALYSIS ,1
CIVIL ENGINEERING,TMGH,PANDIT G.S., STRUCTURAL ANALYSIS : A MATRIX APPROACH ,1
CIVIL ENGINEERING,PEARSON EDU.,HIBBELER R.C., STRUCTURAL ANALYSIS ,1
CIVIL ENGINEERING,DHANPAT RAI,RAMAMRUTHAM S. ,THEORY OF STRUCTURES ,1
EXTC ENGINEERING,TMGH,GADRE DHANANJAY V.,PROGRMMING & CUSTOMIZING THE AVR MICROCONTROLLER,4
EXTC ENGINEERING,TMGH,UDAYASHANKARA V.,8051 MICROCONTROLLER : HARDWARE SOFTWARE AND APPLICATIONS ,12
EXTC ENGINEERING,TMGH,DESHMUKH AJAY V.,MICROCONTROLLERS : THEORY & APPLICATIONS ,13
INFORMATION TECHNOLOGY,TMGH,PREDKO MYKE,PROGRAMMING & CUSTOMIZING THE 8051 MICROCONTROLLER,16
INFORMATION TECHNOLOGY,WILEY INDIA ,VAHID FRANK,EMBEDDED SYSTEM DESIG :A UNIFIED HARDWARE SOFTWARE INTRODUCTION ,14
INFORMATION TECHNOLOGY,DREAMTECH PRESS ,Dr. PRASAD K.V.K.K.,EMBEDDED REAL TIME SYSTEMS : CONCEPTS DESIGN & PROGRAMMING BLACK BOOK,5
INFORMATION TECHNOLOGY,ELSEVIER,CALCUTT DAVID ,8051 MICROCONTROLLERS ;AN APPLICATION BASED INTRODUCTION,4
INFORMATION TECHNOLOGY,NEW AGE ,YADAV D.S.,MICROCONTROLLERS : FEATURES & APPLICATIONS ,4
INFORMATION TECHNOLOGY,NEW AGE ,PADMANABHAN T.R.,INTRODUCTION TO MICROCONTROLLERS AND THEIR APPLICATIONS,4
INFORMATION TECHNOLOGY,PHI,KRISHNAKANT,MICROPRCESSORS AND MICROCONTROLLERS,4
EXTC ENGINEERING,CENGAGE LEARNING ,AYLA KENNETH J.,THE 8051 MICROCONTROLLER & EMBEDDED SYSTEMS USING ASSEMBLY & C,3
EXTC ENGINEERING,DEMLAR CENGAGE LEARNING ,AYLA KENNETH ,THE 8051 MICROCONTROLLER,2
EXTC ENGINEERING,THOMSON DELMAR LEARNING / PENRAM INT.PUB.,AYALA KENNETH,THE 8051 MICROCONTROLLER : ARCHITECTURE PROGRAMMING & APPLICATIONS,28
EXTC ENGINEERING,PEARSON EDU.,MAZIDI MAHAMMAD ALI,THE 8051 MICROCONTROLLER & EMBEDDED SYSTEMS : USING ASSEMBLY & C,14
EXTC ENGINEERING,(PHI) PEARSON,MAZIDI M.A.,THE 8051 MICROCONTROLLER & EMBEDDED SYSTEMS ,14
EXTC ENGINEERING,PEARSON,MAZIDI M.A.,PIC MICROCONTROLLER AND EMBEDDED SYSTEMS: USING ASSEMBLY & C ,4
EXTC ENGINEERING,PEARSON EDU.,RAJ KAMAL,MICROCONTROLLERS : ARCHITECTURE PROGRAMMING INTERFACING & SYSTEM DESIGN,3
INFORMATION TECHNOLOGY,PEARSON EDU.,ANTONAKOS JAMES L.,THE PENTIUM MICROPROCESSOR,8
INFORMATION TECHNOLOGY,PHI,SRINATH N.K.,8085 MICROPROCESSOR PROGRAMMING & INTERFACING ,2
INFORMATION TECHNOLOGY,ELSERIER ,CULCUTT D.,8051 MICROCONTROLLERS AN APPLICATION BASED INTRODUCTION,1
CIVIL ENGINEERING,CENGAGE LEARNING ,GARBER N.J.,PRINCIPLES OF TRAFFIC & HIGHWAY ENGINEERING,1
CIVIL ENGINEERING,PHI,PAPACOSTAS C.S.,TRANSPORTATION ENGINEERING PLANNING ,1
CIVIL ENGINEERING ,PHI,KHISTY C. JOTIN,TRANSPORTATION ENGINEERING :AN INTRODUCTION,1
CIVIL ENGINEERING,OXFORD & IBH PUB.,VICTOR D. JOHNSON,ESSENTIALS OF BRIDGE ENGINEERING,3
CIVIL ENGINEERING,DHANPAT RAI,Dr. BINDRA S.P.,A COURSE IN DOCKS & HARBOUR ENGINEERING,1
CIVIL ENGINEERING,TAYLOR & FRANCIS ,FANG HSAI-YANG ,INTRODUCTORY GEOTECHNICAL ENGINEERING : AN ENVIRONMENTAL PERSPECTIVE ,1
CIVIL ENGINEERING,CBS PUB.,KRISHNAN M.S.,GEOLOGY OF INDIA AND BURMA ,1
CIVIL ENGINEERING ,PHI,JAGADEESH T.R.,DESGIN OF BRIDGE STRUTURES ,1
CIVIL ENGINEERING,PHI,GHOSH KARUNA MOY ,ANALYSIS AND DESIGN PRACTICE & HYDRAULIC CONCRETE STRUCTURES ,2
CIVIL ENGINEERING ,NEW AGE ,LIKHI S.K.,HYDRAULICS : LABORATORY MANNUAL  ,2
CIVIL ENGINEERING,NEW AGE ,RAZ SARWAR A.,ANALYTICAL METHODS IN STRUCTURAL ENGINEERING,2
CIVIL ENGINEERING,UNIVERSITY PRESS ,RAO D.S. PRAKASH,STRENGTH OF MATERIALS : A PRACTICAL APPROACH VOL-I,2
CIVIL ENGINEERING ,M.D. DAYAL PUB.,DAYAL M.D.,STRENGTH OF MATERIALS ,1
CIVIL ENGINEERING,OXFORD UNI. PRESS ,SUBRAMANIAN R.,STRENGTH OF MATERIALS ,1
CIVIL ENGINEERING,DHANPAT RAI,S. RAMAMRUTHAM,STRENGTH OF MATERIALS ,1
CIVIL ENGINEERING,CHAROTAR PUB.,RANGWALA S.C.,ENGINEERING MATERIALS ,1
CIVIL ENGINEERING ,CHAROTAR PUB.,RANGWALA S.C.,BUILDING CONSTRUCTION,1
CIVIL ENGINEERING,TMGH,PEURIFOY R.L.,CONSTRUCTION PLANNING EQUIPMENT & METHODS ,1
CIVIL ENGINEERING,TMGH,BASAK N.N.,SURVEYING AND LEVELLING,1
CIVIL ENGINEERING,LAXMI PUB.,PINMIA B.C.,SURVEYING VOL-I,1
CIVIL ENGINEERING,LAXMI PUB.,PUNMIA B.C.,SURVEYING VOL-II,1
CIVIL ENGINEERING,TMGH,GAMBHIR M.L.,CONCRETE TECHNOLOGY : THEORY & PRACTICE ,1
CIVIL ENGINEERING ,S. CHAND,SHETTY M.S.,CONCRETE TECHNOLOGY : THEORY & PRACTICE ,1
CIVIL ENGINEERING,WILEY INDIA ,NILSON ARTHUR H.,DESIGN OF PRESTRESSED CONCRETE ,1
CIVIL ENGINEERING ,ELSEVIER (BH),WOOD SON R. DODGE ,CONCRETE STRUCTURES : PROTECTION REPAOR & REHABILITATION,1
INFORMATION TECHNOLOGY,TMGH,KAMAL RAJ,EMBEDDED SYSTEMS : ARCHITECTURE PROGRAMMING & DESIGN,35
INFORMATION TECHNOLOGY,ELSEVIER INT.,SMITH JACK R.,PROGRAMMING THE PIC MICROCONTROLLER WITH M BASIC ,4
INFORMATION TECHNOLOGY,PEARSON EDU.,PEATMAN JOHN B.,DESIGN WITH PIC MICROCONTROLLER ,3
INFORMATION TECHNOLOGY,PENRAM INT.,GAONKAR RAMESH ,FUNDAMENTALS OF MICROCONTROLLERS & APPLICATIONS IN EMBEDDED SYSTEMS (WITH THE PIC MICROCONTROLLER FAMILY),5
INFORMATION TECHNOLOGY,PEARSON EDU.,MORTON TODD D.,EMBEDDED MICROCONTROLLERS ,5
INFORMATION TECHNOLOGY,CENGAGE LEARNING / BROOKS/COLE THOMSON LEARNING ,VALVANO JONTHAN W.,EMBEDDED MICROCOMPUTER SYSTEMS : REAL TIME INTERFACING,12
INFORMATION TECHNOLOGY,VIVA CMP BOOKS,BERGER ARNOLD S.,EMBEDDED SYSTEMS DESIGN : AN INTRODUCTION TO PROCESS TOOLS & TECHNIQUES,5
INFORMATION TECHNOLOGY,NAROSA PUB.,MUKHOPADHYAY A.K.,MICROPROCESSOR MICROCOMPUTER & THEIR APPLICATIONS,4
INFORMATION TECHNOLOGY,PHI ,MATHIVANAN N.,MICROPROCESSORS PC HARDWARE & INTERFACING ,6
INFORMATION TECHNOLOGY,TMGH,BADRI RAM,ADVANCED MICROPROCESSORS & INTERFACING ,8
INFORMATION TECHNOLOGY,NEW AGE ,RAJASREE Y.,ADVANCED MICROPROCESSORS ,3
INFORMATION TECHNOLOGY,ELSEVIER ,CRISP JOHN,INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS,3
INFORMATION TECHNOLOGY,PENRAM INT.(PRI),AXELSON JAN,THE MICROCONTROLLER IDEA BOOK,4
INFORMATION TECHNOLOGY,TMGH,IYER SRIRAM V.,EMBEDDED REALTIME SYSTEMS PROGRAMMING ,15
INFORMATION TECHNOLOGY,WILEY DREAMTECH,Dr. PRASAD K.V.K.K.,PROGRAMMING FOR EMBEDDED SYSTEMS CRACKING THE CODE TM,10
INFORMATION TECHNOLOGY,TMGH,WILLIAMS AI,EMBEDDED INTERNET DESIGN,3
INFORMATION TECHNOLOGY,PHI,RAO B. KANTA ,EMBEDDED SYSTEMS,2
INFORMATION TECHNOLOGY,PHI,CHATTOPADHYAY SANTANU,EMBEDDED SYSTEM DESIGN,11
INFORMATION TECHNOLOGY,PENRAM INT. (PRI),AXELSON JAN,EMBEDDED ETHERNET AND INTERNET COMPLETE,6
INFORMATION TECHNOLOGY,THOMSON LEARNING ,BARNETT R.,EMBEDDED C PROGRAMMING AND THE ATMEL AVR,10
INFORMATION TECHNOLOGY,PEARSON EDU.,HOLLABAUGH CRAIG,EMBEDDED LINUX : HARDWARE SOFTWARE AND INTERFACING ,18
INFORMATION TECHNOLOGY,PEARSON EDU.,SIMON DAVID E.,AN EMBEDDED SOFTWARE PRIMER ,18
INFORMATION TECHNOLOGY,PEARSON EDU.,LEWIS DANIEL W.,FUNDAMENTALS OF EMBEDDED SOFTWARE : WHERE C AND ASSEMBLY MEET  ,11
INFORMATION TECHNOLOGY,PEARSON EDU.,FURBER STEVE,ARM SYSTEM -ON -CHIP ARCHITECTURE ,8
CIVIL ENGINEERING ,TMGH,PEURIFOY R.L.,CONSTRUCTION PLANNING EQUIPMENTS & METHODS ,1
EXTC ENGINEERING,PHI,RIZZI PETER A.,MICROWAVE ENGINEERING : PASSIVE CIRCUITS ,16
EXTC ENGINEERING,PHI/PEARSON EDU.,LIAO SAMUEL Y.,MICROWAVE DEVICES AND CIRCUITS ,28
EXTC ENGINEERING,PHI,ROY SITESH KUMAR,MICROWAVE SEMICONDUCTOR DEVICES ,3
EXTC ENGINEERING,TMGH,DAS ANNAPURNA ,MICROWAVE ENGINEERING ,9
EXTC ENGINEERING,WILEY INDIA ,VENDELIN G.D.,MICROWAVE CIRCUIT DESIGN : USING LINEAR & NONLINEAR TECHNIQUES ,15
EXTC ENGINEERING,WILEY INDIA ,COLLIN ROBERT E.,FOUNDATIONS FOR  MICROWAVE ENGINEERING ,10
EXTC ENGINEERING,WILEY (IEEE PRESS),COLLIN ROBERT E.,FOUNDATIONS FOR  MICROWAVE ENGINEERING ,5
EXTC ENGINEERING,MGH,COLLIN ROBERT E.,FOUNDATIONS FOR  MICROWAVE ENGINEERING ,4
EXTC ENGINEERING,UMESH PUB.,KULKARNI M.,MICROWAVE & RADAR ENGINEERING,5
EXTC ENGINEERING,EAST-WEST (EWP),REICH HERBERT J.,MICROWAVE PRINCIPLES ,4
EXTC ENGINEERING,NEW AGE ,SISODIA M.L.,BASIC MICROWAVE TECHNIQUES & LABORATORY MANUAL ,6
EXTC ENGINEERING,NEW AGE ,SISODIA M.L.,MICROWAVE ACTIVE DEVICES : VACUUM & SOLID STATE ,19
EXTC ENGINEERING,WILEY INDIA ,POZAR DAVID M.,MICROWAVE ENGINEERING,5
EXTC ENGINEERING,JOHN WILEY & SONS ,POZAR DAVID M.,MICROWAVE ENGINEERING,12
EXTC ENGINEERING,NEW AGE ,GUPTA K.C.,MICROWAVES ,15
EXTC ENGINEERING,MGH,CILLIN R.E.,ANTENNAS AND RADIOWAVE PROPAGATION,7
EXTC ENGINEERING,OXFORD UNI. PRESS ,HARISH A.R.,ANTENNAS AND WAVE PROPAGATION,5
EXTC ENGINEERING,WILEY INDIA ,ELLIOTT ROBERT S.,ANTENNA THEORY AND DESIGN,5
EXTC ENGINEERING,WILEY INDIA ,BALANIS CONSTANTINE A.,ANTENNA THEORY : ANALYSIS AND DESIGN,14
EXTC ENGINEERING,NAROSA PUB.,GHOSH S.N.,ELECTROMAGNETIC THEORY AND WAVE PROPAGATION,1
EXTC ENGINEERING,TMGH / MGH,FRANCO SERGIO,DESIGN WITH OPERATIONAL AMPLIFIERS AND ANALOG INTEGRATED CIRCUITS,24
EXTC ENGINEERING,ELSEVIER,CLAYTON GEORGE ,OPERATIONAL AMPLIFIERS ,2
EXTC ENGINEERING,PHI,NIIT,INTRODUCTIONAL TO OPERATIONAL AMPLIFIERS ,3
EXTC ENGINEERING,PHI,BELL DAVID A., OPERATIONAL AMPLIFIERS AND LINEAR ICS ,4
EXTC ENGINEERING,PEARSON EDU.,STANLEY WILLIAM D., OPERATIONAL AMPLIFIERS WITH LINEAR INTEGRATED CIRCUITS ,6
EXTC ENGINEERING,CENGAGE LEARNING ,FIORE JAMES M.,OP AMPS AND LINEAR INTEGRATED CIRCUITS CONCEPTS & APPLICATIONS,2
EXTC ENGINEERING,JAICO,FIORE JAMES M.,OPERATIONAL AMPLIFIERS & LINEAR INTEGRATED CIRCUITS : THEORY & APPLICATIONS,2
EXTC ENGINEERING,DELMAR THOMSON LEARNING,FIORE JAMES M.,OP AMPS AND LINEAR INTEGRATED CIRCUITS : THEORY AND APPLICATIONS ,4
EXTC ENGINEERING,MGH,GRAEME J.G.,OPERATIONAL AMPLIFIERS : DESIGN & APPLICATIONS,5
EXTC ENGINEERING,PHI,GAYAKWAD RAMAKANT A.,OP-AMPS & LINEAR INTEGRATED CIRCUITS,3
EXTC ENGINEERING,PHI ,COUGHLIN ROBERT F.,OPERATIONAL AMPLIFIERS & LINEAR INTEGRATED CIRCUITS ,5
EXTC ENGINEERING,PHI,SOCLOF SIDNEY,DESIGN & APPLICATIONS OF ANALOG INTEGRATED CIRCUITS,4
EXTC ENGINEERING,OXFORD UNI.PRESS,LATHI B.P.,PRINCIPLES OF LINEAR SYSTEMS & SIGNALS,4
EXTC ENGINEERING,TMGH,SALIVAHANAN S.,LINEAR INTEGRATED CIRCUITS,3
EXTC ENGINEERING,NEW AGE ,TRIPATHI A.N.,LINEAR SYSTEM ANALYSIS,5
EXTC ENGINEERING,MGH,WAIT J.V.,INTRODUCTION TO OPERATIONAL AMPLIFIER : THEORY AND APPLICATIONS,2
EXTC ENGINEERING,PHI ,NIIT,INTRODUCTION TO OPERATIONAL AMPLIFIERS,1
EXTC ENGINEERING,PEARSON EDU.,KISHORE K.LAL, OPERATIONAL AMPLIFIERS & LINEAR INTEGRATED CIRCUITS,1
EXTC ENGINEERING,OXFORD UNI.PRESS,SADIKU MATHEW N.O.,ELEMENTS OF ELECTROMAGNETICS,1
EXTC ENGINEERING,CBS PUB.,KAKANI S.L.,ELECTROMAGNETISM : THEORY & PROBLEMS ELECTROMAGNETICS & PLASMA PHYSICS,1
EXTC ENGINEERING,ISTE LMC,Dr. VENKATARAMANI Y.,LINEAR INTEGRATED CIRCUITS AND APPLICATIONS,21
EXTC ENGINEERING,McGRAW HILL,TABAK DANIEL,ADVANCED MICROPROCESSORS,24
EXTC ENGINEERING,PRI- PENRAM INT.,GAONKAR RAMESH S.,MICROPROCESSORS ARCHITECTURE PROGRAMMING & WITH THE 8085,7
EXTC ENGINEERING,MGH,TOKHEIM ROGER L.,THEORY & PROBLEMS OF MICROPROCESSOR FUNDAMENTALS,6
EXTC ENGINEERING,MGH,HALL DOUGLAS  V.,MICROPROCESSORS AND DIGITAL SYSTEMS,4
EXTC ENGINEERING,MGH,CATHEY JIMMIE J.,THEORY & PROBLEMS OF ELECTRONIC DEVICES AND CIRCUITS,2
EXTC ENGINEERING,PEARSON EDU.,SINGH B.P.,ELECTRONIC DEVICES AND INTEGRATED CIRCIUTS ,1
EXTC ENGINEERING,MGH,EDMINISTER JOSEPH A.,THEORY & PROBLEMS OF ELECTROMAGNETIC,5
EXTC ENGINEERING,MGH,NASAR SYED,2000 SOLVED PROBLEMS IN ELECTROMAGNETICS ,1
EXTC ENGINEERING,PEARSO EDU.,RAO NANNAPANENI NARAYAN,ELEMENTS OF ENGINEERING ELECTROMAGNETICS,5
EXTC ENGINEERING,PHI,RAO N.N.,ELEMENTS OF ENGINEERING ELECTROMAGNETICS,4
EXTC ENGINEERING,NEW AGE,LAUD B.B.,ELECTROMAGNETICS,2
EXTC ENGINEERING,PHI,JORDAN EDWARD C.,ELECTROMAGNETIC WAVES AND RADIATING SYSTEMS,10
EXTC ENGINEERING,PHI,ULABY FAWWAZ T.,FUNDAMENTALS OF APPLIED ELECTROMAGNETICS,3
EXTC ENGINEERING,TMGH,BAJAJ N.K.,THE PHYSICS OF WAVES AND OSCILLATIONS,4
EXTC ENGINEERING,NEW AGE / WILEY ESTERN LTD.,SARWATE V.V.,ELECTROMAGNETIC FIELDS & WAVES,5
EXTC ENGINEERING,VIPUL PRAKASHAN ,MISHRA B.K.,WAVE SHAPING TECHNIQUES: AN INTRODUCTION,11
EXTC ENGINEERING,NAROSA PUB.,REITZ JOHN R.,FOUNDATIONS OF ELECTROMAGNETIC THEORY,6
EXTC ENGINEERING,ELSEVIER,HICKMAN IAN,PRACTICAL (RF) RADIO- FREQUENCY HANDBOOK,2
EXTC ENGINEERING,PEARSON EDU.,LUDWING REINHOLD ,RF CIRCUIT DESIGN : THEORY AND APPLICATIONS,10
EXTC ENGINEERING,PEARSON EDU.,LUDWING REINHOLD,RF CIRCUIT DESIGN : THEORY AND APPLICATIONS,4
EXTC ENGINEERING,PEARSON EDU.,WEISMAN CARL J.,THE ESSENTIAL GUIDE TO RF & WIRELESS,1
EXTC ENGINEERING,TMGH ,CARR JOSEPH J.,SECRETS OF RF CIRCUIT DESGIN ,7
EXTC ENGINEERING,WILEY EASTERN ,SARWATE V.V.,ELECTROMAGNETIC FIELDS & WAVES ,1
EXTC ENGINEERING,TMGH,BAJAJ N.K.,THE PHYSICS OF WAVES & OSCILLATIONS ,1
EXTC ENGINEERING,PHI,COUGHLIN R.F.,OPERATIONAL AMPLIFIERS & LINEAR INTEGRATED CIRCUITS,1
EXTC ENGINEERING,PEARSON EDU.,RADMANESH MATTHEW M.,RADIO FREQUENCY AND MICROWAVE ELECTRONICS ILLUSTRATED,12
EXTC ENGINEERING,WILEY INDIA ,DAVIS W.ALAN ,RADIO FREQUENCY CIRCUIT DESGIN ,7
EXTC ENGINEERING,JOHN WILEY,RAMO SIMON ,FIELDS & WAVES IN COMMUNICATION ELECTRONICS,3
MATHEMATICS,TMGH,PAPOULIS ATHANASIOS ,PROBABILITY RANDOM VARIABLES & STOCHASTIC PROCESSES,19
MATHEMATICS,MGH,PAPOULIS ATHANASIOS,PROBABILITY RANDOM VARIABLES & STOCHASTIC PROCESSES,1
MATHEMATICS,MGH,SPIEGEL MURRAY R.,THEORY & PROBLEMS OF PROBABILITY & STATISTICS ,5
MATHEMATICS,TMGH,PEEBLES PEYTON Z.,PROBABILITY RANDOM VARIABLES AND RANDOM SIGNAL PRINCIPLES,8
MATHEMATICS,ELSEVIER,MILLER SCOTT L.,PROBABILITY AND RANDOM PROCESSES WITH APPLICATIONS TO SIGNAL PROCESSING & COMMUNICATIONS,2
MATHEMATICS,PHI ,JOHNSON RICHARD A.,MILLER & FREUNDS PROBABILITY AND STATISTICS FOR ENGINEERS,2
MATHEMATICS,PEARSON EDU.,STARK HENRY ,PROBABILITY & RANDOM PROCESSES WITH APPLICATION TO SIGNAL PROCESSING,6
MATHEMATICS,SPRINGER ,CAPINSKI MAREK ,PROBABILITY THROUGH PROBLEMS (PROBLEM BOOK IN MATH),2
MATHEMATICS,UNIVERSITY PRESS ,DELAMPADY MOHAN ,PROBABILITY & STATISTICS,1
MATHEMATICS,MGH ,VINIOTIS YANNIS ,PROBABILITY & RANDOM PROCESSES FOR ELECTRICAL ENGINEERS ,1
MATHEMATICS,PH INT.,WALPOLE R.E.,PROBABILITY STATISTICS FOR ENGINEERS & SCIENTISTS,1
MATHEMATICS,PEARSON EDU.,HOGG ROBERT V.,PROBABILITY & STATISTICAL INFERENCE ,1
MATHEMATICS,SULTAN CHAND & SONS,SANCHETI D.C.,STATISTICS : THEORY METHODS & APPLICATIONS ,1
MATHEMATICS,EXCEL BOOK,BHARDWAJ R.S.,BUSINESS STATISTICS ,1
MATHEMATICS,NEW AGE,SHENOY G.V.,BUSINESS STATISTICS ,2
MATHEMATICS,TMGH,ACZEL AMIR,COMPLETE BUSINESS STATISTICS ,5
MATHEMATICS,TMGH,SPIEGEL MURRAY R.,SATTISTICS,2
MATHEMATICS,PEARSON EDU.,LEVIN RICHARD I.,STATISTICS FOR MANAGEMENT ,5
EXTC ENGINEERING,TMGH,TEMES LLOYD ,THEORY & PROBLEMS OF ELECTRONIC COMMUNICATION,6
EXTC ENGINEERING,TMGH,FRENZEL LOUIS E.,PRINCIPLES OF ELECTRONIC COMMUNICATION SYSTEMS,7
EXTC ENGINEERING,TMGH,FRENZEL LOUIS E.,COMMUNICATION ELECTRONICS : PRINCIPLES & APPLICATIONS ,7
MATHEMATICS,TMGH,SINGH R.P.,COMMUNICATION SYSTEMS : ANALOG & DIGITAL,7
EXTC ENGINEERING,MGH ,CARLSON A. BRUCE ,COMMUNICATION SYSTEMS : AN INTRODUCTION TO SIGNALS & NOISE IN ELECTRICAL COMMUNICATIONS,7
EXTC ENGINEERING,MGH,CARLSON A. BRUCE,COMMUNICATION SYSTEMS : AN INTRODUCTION TO SIGNALS & NOISE IN ELECTRICAL COMMUNICATIONS,3
EXTC ENGINEERING,MGH ,SHRADER ROBERT L.,ELECTRONIC COMMUNICATION ,6
EXTC ENGINEERING,MGH,KENNEDY GEORGE ,ELECTRONIC COMMUNICATION SYSTEMS,1
EXTC ENGINEERING,PHI/PEARSON EDU.,RODDY DENNIS ,ELECTRONIC COMMUNICATION ,8
EXTC ENGINEERING,PHI ,BEASLEY J.S.,MODERN ELECTRONIC COMMUNICATIONS ,3
EXTC ENGINEERING,PHI ,SCHWEBER WILLIAM,ELECTRONIC COMMUNICATIONS SYSTEMS : A COMPUTER COURSE,7
EXTC ENGINEERING,JAICO PUB.,ZIEMER R.E.,PRINCIPLES OF COMMUNICATIONS : SYSTEMS MODULATION & NOISE,4
EXTC ENGINEERING,PH INT./ MACMILLNAM,GIBSON JERRY D.,PRINCIPLES OF DIGITAL & ANALOG COMMUNICATIONS ,3
EXTC ENGINEERING,PEARSON EDU./ PH INT.,TOMASI WAYNE,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,2
EXTC ENGINEERING,VIKAS PUB.,RAO S. POORNACHANDRA ,HANDBOOK OF EXPERIMENTS IN ELECTRONICS & COMMUNICATION ENGINEERING,2
EXTC ENGINEERING,S. CHAND ,SINGH ANOKH ,PRINCIPLES OF COMMUNICATION ENGINEERING ,2
EXTC ENGINEERING,THOMSON DELONAR,BLAKE ROY,ELECTRONIC COMMUNICATION SYSTEM,3
EXTC ENGINEERING,BRROKS KOLE THOSAN LEARNING,ROTH CHARLES H.,DIGITAL SYSTEMS DESIGN USING VHDL,3
EXTC ENGINEERING,PH INT.,ALLEY CHARLES L.,MICROELECTRONICS,3
EXTC ENGINEERING,PEARSON EDU.,WILDI THEODORE,ELECTRICAL MACHINES DRIVES AND POWER SYSTEMS,4
EXTC ENGINEERING,PHI,NIIT,INTRODUCTION TO DIGITAL ELECTRONICS,2
EXTC ENGINEERING,PH INT.,FLOYD THOMAS L.,ELECTRONIC CIRCUITS FUNDAMENTALS,2
EXTC ENGINEERING,PH INT.,FLOYD THOMAS L.,ELECTRONICS FUNDAMENTALS : CIRCUITS DEVICES & APPLICATIONS,1
EXTC ENGINEERING,PH INT.,FLOYD THOMAS L.,PRINCIPLES OF ELECTRIC CIRCUITS,1
EXTC ENGINEERING,WILEY INDIA ,BALANIS CONSTANTINE A.,ANTENNA THEORY : ANALYSIS & DESGIN,1
EXTC ENGINEERING,WILEY INDIA ,HAYKIN SYMON,DIGITAL COMMUNICATION ,1
EXTC ENGINEERING,PEARSON EDU.,MANO MORRIS M.,DIGITAL DESGIN ,1
EXTC ENGINEERING,DHANPAT RAI,SAWHNEY A.K.,A COURSE IN ELECTRICAL AND ELECTRONIC MEASUREMENTS & INSTRUMENTATION,1
EXTC ENGINEERING,PHI,JORDON EDWARD C.,ELECTROMAGNETIC WAVES & RADIATING SYSTEMS,1
INFORMATION TECHNOLOGY,TMGH,HINTZ KENNETH ,MICROCONTROLLERS : ARCHITECTURE IMPLEMENTATION & PROGRAMMING,2
EXTC ENGINEERING,TMGH ,BERSON ALEX,DATA WAREHOUSING : DATA MINING & OLAP,10
INFORMATION TECHNOLOGY,WILEY INDIA /JOHN WILEY,PONNIAH PAULRAJ,DATA WAREHOUSING FUNDAMENTALS : A COMPREHENSIVE GUIDE FOR IT PROFESSIONALS,22
INFORMATION TECHNOLOGY,WILEY DREAMTECH,INMON WILLIAM H.,BUILDING THE DATA WAREHOUSE,6
INFORMATION TECHNOLOGY,WILEY DREAMTECH,INMON W.H.,BUILDING THE DATA WAREHOUSE,6
INFORMATION TECHNOLOGY,JOHN WILEY & SONS,KIMBALL RALPH,THE DATE WAREHOUSE TOOLKIT : THE COMPLETE GUIDE TO DIMENSIONAL MODELING,3
INFORMATION TECHNOLOGY,JOHN WILEY & SONS ,KIMBALL RALPH ,THE DATA WAREHOUSE LIFECYCLE TOOLKIT ,11
INFORMATION TECHNOLOGY,NEW AGE ,NAGABHUSHANA S.,DATA WAREHOUSING OLAP & DATA MINING ,3
INFORMATION TECHNOLOGY,OXFORD UNIV. PRESS ,THAREJA REEMA,DATA WAREHOUSING ,8
INFORMATION TECHNOLOGY,PHI,PRABHU C.S.R.,DATA WAREHOUSING : CONCEPTS TECHNIQUES PRODUCTS & APPLICATIONS,4
INFORMATION TECHNOLOGY,PH INT.,YAZDANI SIMA,DATA WAREHOUSING WITH ORACLE : AN ADMINISTRATORS HANDBOOK,1
INFORMATION TECHNOLOGY,PH INT.,ANAHORY SAM,DATA WAREHOUSING IN THE REAL WORLD,1
INFORMATION TECHNOLOGY,PEARSON EDU.,MARAKAS GEORGE M.,MODERN DATA WAREHOUSING MINING AND VISUALIZATION : CORE CONCEPTS,3
INFORMATION TECHNOLOGY,PHI,IBM,INTRODUCTION TO BUSINESS INTELLIGENCE & DATA WAREHOUSING  ,1
INFORMATION TECHNOLOGY,PHI ,IBM,ADVANCED DATA WAREHOUSING MULTIDIMENSIONAL MODELING WITH DB2 OLAP SERVER,5
INFORMATION TECHNOLOGY,PHI ,IBM,DATA WAREHOUSE MANAGEMENT WITH DB2 VBD V8.1 WAREHOUSE MANAGER ,4
INFORMATION TECHNOLOGY,NEW AGE ,RAVINDRANATH B.,DECISION SUPPORT SYSTEMS & DATA WAREHOUSES ,2
INFORMATION TECHNOLOGY,TMGH,MALLACH EFREM G.,DECISION SUPPORT AND DATA WAREHOUSE SYSTEMS,7
INFORMATION TECHNOLOGY,NEW AGE,RAVINDRANATH B.,DECISION SUPPORT SYSTEMS AND DATA WAREHOUSES,1
EXTC ENGINEERING,MGH ,COLLIN R.E.,ANTENNAS AND RADIOWAVE PROPAGATION,1
